YEAR,MONTH,DAY,STID,PDIR,WSPD
2011,1,1,WASH,-996,7.03
2011,1,2,WASH,-996,5.6
2011,1,3,WASH,9,10.94
2011,1,4,WASH,1,7.41
2011,1,5,WASH,0,5.51
2011,1,6,WASH,13,9.38
2011,1,7,WASH,0,11.21
2011,1,8,WASH,5,6.28
2011,1,9,WASH,5,10.61
2011,1,10,WASH,15,8.45
2011,1,11,WASH,15,10.61
2011,1,12,WASH,0,6.11
2011,1,13,WASH,-996,7.71
2011,1,14,WASH,6,5.91
2011,1,15,WASH,-996,4.09
2011,1,16,WASH,1,6.05
2011,1,17,WASH,9,6.75
2011,1,18,WASH,0,10.32
2011,1,19,WASH,6,9.65
2011,1,20,WASH,-996,-996
2011,1,21,WASH,-996,6.29
2011,1,22,WASH,8,8.44
2011,1,23,WASH,-996,8.66
2011,1,24,WASH,-996,5.11
2011,1,25,WASH,-996,5.5
2011,1,26,WASH,15,8.12
2011,1,27,WASH,13,7.82
2011,1,28,WASH,13,8.7
2011,1,29,WASH,9,7.87
2011,1,30,WASH,1,10.49
2011,1,31,WASH,0,10.37
2011,2,1,WASH,15,23.34
2011,2,2,WASH,0,15.19
2011,2,3,WASH,0,7.4
2011,2,4,WASH,-996,3.67
2011,2,5,WASH,7,4.17
2011,2,6,WASH,0,9.82
2011,2,7,WASH,15,9.42
2011,2,8,WASH,5,14.22
2011,2,9,WASH,15,15.73
2011,2,10,WASH,-996,5.27
2011,2,11,WASH,-996,4.53
2011,2,12,WASH,9,8.34
2011,2,13,WASH,9,7.54
2011,2,14,WASH,-996,8.55
2011,2,15,WASH,9,7.49
2011,2,16,WASH,-996,10.94
2011,2,17,WASH,8,12.59
2011,2,18,WASH,5,8.73
2011,2,19,WASH,7,10.23
2011,2,20,WASH,8,14.19
2011,2,21,WASH,0,12.57
2011,2,22,WASH,6,7.77
2011,2,23,WASH,7,10.77
2011,2,24,WASH,15,14.28
2011,2,25,WASH,2,8.47
2011,2,26,WASH,3,6.79
2011,2,27,WASH,8,13.5
2011,2,28,WASH,0,12.18
2011,3,1,WASH,8,7.1
2011,3,2,WASH,6,6.7
2011,3,3,WASH,6,11.54
2011,3,4,WASH,0,12.54
2011,3,5,WASH,0,13.94
2011,3,6,WASH,6,7.53
2011,3,7,WASH,6,15.16
2011,3,8,WASH,15,12.69
2011,3,9,WASH,15,14.98
2011,3,10,WASH,14,6.45
2011,3,11,WASH,9,13.03
2011,3,12,WASH,7,8.55
2011,3,13,WASH,3,11.12
2011,3,14,WASH,15,12.37
2011,3,15,WASH,-996,4.92
2011,3,16,WASH,8,11.63
2011,3,17,WASH,8,15.03
2011,3,18,WASH,1,10.9
2011,3,19,WASH,7,9.99
2011,3,20,WASH,8,15.7
2011,3,21,WASH,8,13.55
2011,3,22,WASH,9,15.25
2011,3,23,WASH,0,10.31
2011,3,24,WASH,1,10.09
2011,3,25,WASH,1,9.5
2011,3,26,WASH,0,13.21
2011,3,27,WASH,2,8.45
2011,3,28,WASH,6,7.2
2011,3,29,WASH,0,10.52
2011,3,30,WASH,1,7.22
2011,3,31,WASH,-996,7.35
2011,4,1,WASH,-996,6.48
2011,4,2,WASH,7,11.55
2011,4,3,WASH,8,19.97
2011,4,4,WASH,15,19.28
2011,4,5,WASH,-996,11.44
2011,4,6,WASH,8,14.24
2011,4,7,WASH,8,10.73
2011,4,8,WASH,8,11.28
2011,4,9,WASH,7,17.18
2011,4,10,WASH,8,11.69
2011,4,11,WASH,15,14.36
2011,4,12,WASH,-996,6.25
2011,4,13,WASH,7,10.84
2011,4,14,WASH,6,14.11
2011,4,15,WASH,14,20.45
2011,4,16,WASH,14,7.77
2011,4,17,WASH,8,12.84
2011,4,18,WASH,7,12.68
2011,4,19,WASH,8,13.81
2011,4,20,WASH,2,13.11
2011,4,21,WASH,6,8.96
2011,4,22,WASH,8,12.33
2011,4,23,WASH,2,10.65
2011,4,24,WASH,1,8.01
2011,4,25,WASH,15,8.53
2011,4,26,WASH,2,6.19
2011,4,27,WASH,15,12.19
2011,4,28,WASH,13,7.35
2011,4,29,WASH,7,16.84
2011,4,30,WASH,0,11.46
2011,5,1,WASH,1,14.98
2011,5,2,WASH,1,8.84
2011,5,3,WASH,11,6.81
2011,5,4,WASH,7,10.84
2011,5,5,WASH,0,7.93
2011,5,6,WASH,-996,9.78
2011,5,7,WASH,9,11.03
2011,5,8,WASH,7,12.66
2011,5,9,WASH,8,14.61
2011,5,10,WASH,8,12.2
2011,5,11,WASH,6,9.52
2011,5,12,WASH,13,7.44
2011,5,13,WASH,15,13.64
2011,5,14,WASH,0,11.08
2011,5,15,WASH,15,9.7
2011,5,16,WASH,1,5.36
2011,5,17,WASH,5,9.03
2011,5,18,WASH,6,15.5
2011,5,19,WASH,7,15.51
2011,5,20,WASH,6,8.31
2011,5,21,WASH,8,11.06
2011,5,22,WASH,8,12.35
2011,5,23,WASH,8,12.97
2011,5,24,WASH,7,14.81
2011,5,25,WASH,14,13.96
2011,5,26,WASH,0,7.18
2011,5,27,WASH,7,13.03
2011,5,28,WASH,7,12.29
2011,5,29,WASH,7,17.72
2011,5,30,WASH,7,19.04
2011,5,31,WASH,8,8.09
2011,6,1,WASH,7,7.83
2011,6,2,WASH,7,10.58
2011,6,3,WASH,8,10.36
2011,6,4,WASH,8,7.75
2011,6,5,WASH,-996,6.05
2011,6,6,WASH,6,7.87
2011,6,7,WASH,7,11.26
2011,6,8,WASH,8,13.64
2011,6,9,WASH,7,13.6
2011,6,10,WASH,7,11.38
2011,6,11,WASH,4,7.81
2011,6,12,WASH,7,12.88
2011,6,13,WASH,8,14.62
2011,6,14,WASH,9,13.13
2011,6,15,WASH,-996,6.34
2011,6,16,WASH,7,12.86
2011,6,17,WASH,8,17.28
2011,6,18,WASH,8,14.58
2011,6,19,WASH,8,15.77
2011,6,20,WASH,8,18.84
2011,6,21,WASH,-996,6.07
2011,6,22,WASH,-996,4.89
2011,6,23,WASH,-996,7.76
2011,6,24,WASH,7,13.79
2011,6,25,WASH,8,16.77
2011,6,26,WASH,8,16.74
2011,6,27,WASH,9,13.47
2011,6,28,WASH,4,8.54
2011,6,29,WASH,8,10.8
2011,6,30,WASH,7,9.98
2011,7,1,WASH,6,8.11
2011,7,2,WASH,-996,4.96
2011,7,3,WASH,-996,5.76
2011,7,4,WASH,6,5.76
2011,7,5,WASH,7,5.61
2011,7,6,WASH,-996,5.98
2011,7,7,WASH,10,8.3
2011,7,8,WASH,3,7.04
2011,7,9,WASH,8,8.44
2011,7,10,WASH,8,9.91
2011,7,11,WASH,7,8.75
2011,7,12,WASH,7,6.78
2011,7,13,WASH,4,5.18
2011,7,14,WASH,6,6.09
2011,7,15,WASH,6,6.45
2011,7,16,WASH,5,7.12
2011,7,17,WASH,5,5.55
2011,7,18,WASH,5,7.18
2011,7,19,WASH,6,7.65
2011,7,20,WASH,7,9.41
2011,7,21,WASH,7,8.73
2011,7,22,WASH,7,9.05
2011,7,23,WASH,7,8.83
2011,7,24,WASH,8,7.31
2011,7,25,WASH,5,8
2011,7,26,WASH,7,10.63
2011,7,27,WASH,6,8.52
2011,7,28,WASH,6,8.06
2011,7,29,WASH,6,6.58
2011,7,30,WASH,8,7.57
2011,7,31,WASH,-996,4.72
2011,8,1,WASH,9,6.57
2011,8,2,WASH,-996,6.61
2011,8,3,WASH,-996,6.28
2011,8,4,WASH,8,7.5
2011,8,5,WASH,9,9.58
2011,8,6,WASH,8,9.66
2011,8,7,WASH,7,7.61
2011,8,8,WASH,9,11.18
2011,8,9,WASH,1,7.24
2011,8,10,WASH,3,10.86
2011,8,11,WASH,3,9.4
2011,8,12,WASH,6,8.68
2011,8,13,WASH,2,7.01
2011,8,14,WASH,-996,4.42
2011,8,15,WASH,7,7.72
2011,8,16,WASH,7,9.4
2011,8,17,WASH,9,5.95
2011,8,18,WASH,8,6.68
2011,8,19,WASH,8,7.32
2011,8,20,WASH,-996,5.44
2011,8,21,WASH,7,8.68
2011,8,22,WASH,6,6.59
2011,8,23,WASH,8,8.47
2011,8,24,WASH,7,6.45
2011,8,25,WASH,2,7.45
2011,8,26,WASH,1,4.4
2011,8,27,WASH,-996,4.46
2011,8,28,WASH,7,7.08
2011,8,29,WASH,-996,9.7
2011,8,30,WASH,7,12.61
2011,8,31,WASH,8,11.21
2011,9,1,WASH,-996,7.6
2011,9,2,WASH,6,6.95
2011,9,3,WASH,4,6.16
2011,9,4,WASH,1,14.52
2011,9,5,WASH,1,10.97
2011,9,6,WASH,2,4.95
2011,9,7,WASH,2,7.81
2011,9,8,WASH,1,7.58
2011,9,9,WASH,0,7.48
2011,9,10,WASH,15,6.8
2011,9,11,WASH,-996,5.65
2011,9,12,WASH,-996,6.85
2011,9,13,WASH,8,8.75
2011,9,14,WASH,2,12.48
2011,9,15,WASH,2,10.49
2011,9,16,WASH,5,6.5
2011,9,17,WASH,8,11.93
2011,9,18,WASH,0,10.63
2011,9,19,WASH,2,6.78
2011,9,20,WASH,-996,3.97
2011,9,21,WASH,2,9.97
2011,9,22,WASH,-996,7.65
2011,9,23,WASH,-996,5.87
2011,9,24,WASH,-996,4.05
2011,9,25,WASH,0,9.47
2011,9,26,WASH,3,5.54
2011,9,27,WASH,-996,5.23
2011,9,28,WASH,-996,4.37
2011,9,29,WASH,-996,8.56
2011,9,30,WASH,1,8.62
2011,10,1,WASH,-996,4.21
2011,10,2,WASH,6,6.37
2011,10,3,WASH,7,6.9
2011,10,4,WASH,6,6.55
2011,10,5,WASH,6,8.63
2011,10,6,WASH,7,14.7
2011,10,7,WASH,7,15.95
2011,10,8,WASH,7,11.76
2011,10,9,WASH,-996,5.55
2011,10,10,WASH,-996,4.23
2011,10,11,WASH,-996,4.97
2011,10,12,WASH,-996,8.65
2011,10,13,WASH,-996,7.85
2011,10,14,WASH,-996,5.33
2011,10,15,WASH,8,8.19
2011,10,16,WASH,9,8.37
2011,10,17,WASH,-996,11.3
2011,10,18,WASH,15,17.27
2011,10,19,WASH,15,10.34
2011,10,20,WASH,-996,4.57
2011,10,21,WASH,4,4.46
2011,10,22,WASH,7,7.85
2011,10,23,WASH,-996,3.7
2011,10,24,WASH,-996,6.63
2011,10,25,WASH,8,12.37
2011,10,26,WASH,1,10.98
2011,10,27,WASH,1,9.53
2011,10,28,WASH,15,6.34
2011,10,29,WASH,8,8.31
2011,10,30,WASH,0,5.93
2011,10,31,WASH,-996,5.85
2011,11,1,WASH,7,14.04
2011,11,2,WASH,8,17.92
2011,11,3,WASH,15,11.92
2011,11,4,WASH,-996,4.81
2011,11,5,WASH,7,13.47
2011,11,6,WASH,8,10.04
2011,11,7,WASH,7,13.22
2011,11,8,WASH,14,10.1
2011,11,9,WASH,15,11.12
2011,11,10,WASH,13,8.44
2011,11,11,WASH,9,9.42
2011,11,12,WASH,9,13.51
2011,11,13,WASH,9,14.32
2011,11,14,WASH,10,6.17
2011,11,15,WASH,1,6.71
2011,11,16,WASH,1,15.32
2011,11,17,WASH,7,6.56
2011,11,18,WASH,8,16.35
2011,11,19,WASH,9,14.03
2011,11,20,WASH,0,10.2
2011,11,21,WASH,0,7.62
2011,11,22,WASH,15,7.73
2011,11,23,WASH,-996,3.44
2011,11,24,WASH,7,9.49
2011,11,25,WASH,8,13.02
2011,11,26,WASH,15,18.5
2011,11,27,WASH,15,14.49
2011,11,28,WASH,14,4.84
2011,11,29,WASH,15,10.48
2011,11,30,WASH,7,8.05
2011,12,1,WASH,7,10.74
2011,12,2,WASH,-996,6.99
2011,12,3,WASH,6,12.41
2011,12,4,WASH,1,9.19
2011,12,5,WASH,0,16.35
2011,12,6,WASH,15,9.38
2011,12,7,WASH,-996,5.85
2011,12,8,WASH,-996,5.75
2011,12,9,WASH,0,8.78
2011,12,10,WASH,-996,3.25
2011,12,11,WASH,-996,6.17
2011,12,12,WASH,6,7.71
2011,12,13,WASH,6,8.56
2011,12,14,WASH,7,11.91
2011,12,15,WASH,1,8.2
2011,12,16,WASH,1,7.47
2011,12,17,WASH,-996,3.94
2011,12,18,WASH,8,9.09
2011,12,19,WASH,6,10.05
2011,12,20,WASH,14,9.28
2011,12,21,WASH,9,6.97
2011,12,22,WASH,0,10.92
2011,12,23,WASH,0,9.03
2011,12,24,WASH,-996,3.12
2011,12,25,WASH,13,5.24
2011,12,26,WASH,-996,5.33
2011,12,27,WASH,-996,8.6
2011,12,28,WASH,-996,5.79
2011,12,29,WASH,-996,6.48
2011,12,30,WASH,13,7.15
2011,12,31,WASH,-996,13.21
